Title,Calories,Proteins,Fats,Carbohydrates
мороженое nestle maxibon страчателла nestle нестле,307,3.6,15,39.4
овсяная каша nestle безмолочная nestle нестле,382,10,6,72
овсяная каша nestle молочная с грушей и бананом nestle нестле,406,14,10,65
овсяная каша nestle молочная с яблоком и абрикосом nestle нестле,406,14,10,65
пломбир 48 копеек nestle нестле,221,2.7,13.5,21.7
пшеничная каша nestle молочная с бананом nestle нестле,414,15,10,66
пшеничная каша nestle молочная с тыквой nestle нестле,414,15,10,66
пшеничная каша nestle молочная с яблоком nestle нестле,414,15,10,66
рисовая каша nestle безмолочная nestle нестле,381,6.5,1,86.5
рисовая каша nestle молочная с бананом nestle нестле,422,12,10,70.9
рисовая каша nestle молочная с яблоком nestle нестле,422,12,10,70.9
фитнес батончик nestle нестле,87,1.4,1.6,16.2
хлопья fitness nestle нестле,106,2.6,0.6,22.53
хлопья fitness с фруктами nestle нестле,364,6.4,2.8,75.5
хлопья fitness темный шоколад nestle нестле,380,8.2,7.3,70.3
хлопья fitness фрукты ягоды и орехи nestle нестле,350,6.5,2.9,74.6
хлопья nestle fitness из цельной пшеницы nestle нестле,357,8.3,2,76.4
хлопья nestle fitness с тёмным шоколадом nestle нестле,384,8,6.7,72.9
хлопья nestle fitness с фруктами nestle нестле,352,6.4,2.6,75.7
хлопья фитнесс nestle нестле,353,8.6,0.9,17.1
шоколад nestle after eight nestle нестле,428,2.5,12.8,74.4
шоколад nestle for men nestle нестле,555,7.5,33.8,54.9
шоколад nestle for men с фундуком nestle нестле,572,8.6,36.5,47.8
шоколад nestle for men с цельным миндалем nestle нестле,560,8.6,35.8,51.1
шоколад nestle nesquik nestle нестле,485,5.9,22.1,65.6
бмт subway сабвей,450,22,20,47
индейка и ветчина subway сабвей,325,14,13.3,37
кукис subway сабвей,97,0.9,4.5,13.5
курица терияки subway сабвей,305,21,6.4,40.5
овощной subway сабвей,220,6.1,5,37.2
ролл с куриной грудкой subway сабвей,438,22.8,9.8,64.8
саб куриная грудка subway сабвей,305,20.6,6.3,41.2
саб ростбиф subway сабвей,269,12.4,7.7,37.2
саб с индейкой subway сабвей,280,18,3.5,47
саб с тунцом subway сабвей,362,15.6,15.9,38.8
саб с тунцом subway сабвей,362,15.6,15.9,38.8
салат с куриной грудкой subway сабвей,117,15.7,2.3,8.6
сэндвич курица терияки subway сабвей,380,26,5,59
сэндвич острый итальянский subway сабвей,520,22,28,46
сэндвич с индейкой и ветчиной subway сабвей,326,14,13.3,37.2
arome framboise ашан,37,4.3,0.1,4.7
cannelloni ашан,324,12,1,67
caramchoc ашан,396,8.4,5.2,76
choco crac ашан,506,8.2,26,59
crousty ашан,446,8.6,14,69
fromage blanc ашан,110,7,7.8,2.9
fromage blanc 0% ашан,46,8,0,3.4
fromage blanc vanille 0% ашан,76,7.1,0.1,12
fromage frais ашан,46,8,0.1,3.4
galletas fondants ашан,513,7.5,24,65
golden crack ашан,379,6.5,2,81
lait fourre ашан,569,8.3,37,50
minicookies ашан,392,8.1,4,78
noir degustation 72% ашан,555,8.4,42.1,29.7
noir degustation 74% ашан,569,8,44.4,28.6
noir degustation 85% ашан,591,8,51.6,16.8
pastina gemmine ашан,350,12,1.2,71
petit brie ашан,355,19,31,0.1
pomme fraise ашан,69,0.5,0.5,14
puffed heart ашан,386,9.8,1.9,79
up to go a grignoter ашан,474,5.8,18,71
абрикос ашан,44,0.9,0.1,9
абрикос сушеный ашан,230,5,0.5,51
абрикосы сушёные ашан,220,1.5,0.5,52
авокадо хасс ашан,144,2,16,2.6
аджапсандал ашан,44,1.6,1.3,6.5
азиатский соус wok с грибами шиитаке ашан,150,2,10,14
азу из говядины фермерская ашан,240,14,20,0
азу из говядины ашан,123,19,5,0
азу из мяса молодых бычков ашан,240,14,20,0
айва ашан,40,0.6,0.5,9.8
алыча ашан,27,0.2,0,6.9
ананас ашан,38,0.4,0.2,11.5
ананас в сиропе кусочки ашан,70,0,0,17
ананас кольцо ашан,356,0.7,0.8,83.4
ананас кольцо вес ашан,120,1.5,0.3,30
ананас листики микс сушеный ашан,350,0,0,87
ананас сушеные язычки ашан,339,0.8,0.4,82.2
ананас сушеный кубик ашан,339,0.8,0.4,82.2
ананас сушеный язычки ашан,339,0.8,0.4,82.2
антрекот из говядины ашан,131,17,7,0
антрекот из телятины ашан,85,19,1,0
антрекот на кости из мяса молодых бычков ашан,160,17,10,0
апельсин ашан,43,0.9,0.2,8.1
апельсин темный шоколад со стевией ашан,453,5.2,31.8,37.1
арахис в кокосовой глазури ашан,339,10,26,60
арахис в кунжуте ашан,520,14,28,52
арахис в молочном шоколаде ашан,488,8.3,23.2,64.5
арахис в сахаре ашан,460,7.5,15,75
арахис в сырной корочке ашан,498,13,32.8,37.7
арахис в хрустящей корочке васаби ашан,498,13,32.8,37.7
арахис жареный солёный ашан,640,25,52,17
арахис необжаренный несоленый ашан,561,27.9,47.9,4.5
арахис с васаби ашан,225,16,31,39
арахис соленый жареный ашан,640,25,52,17
арахис сырой очищенный ашан,550,26,45,8.5
ассорти из морепродуктов ашан,54,8.6,1.4,1.6
ассорти из морепродуктов с/м ашан,69,7.9,0.9,7.4
ассорти из тропических фруктов ашан,60,0,0,14
ассорти куриное ашан,197,14.2,10.3,11.6
багет 8 злаков ашан,253,13,5,39
багет ароматный с солодом и кориандром ашан,229,6.1,1.1,43
багет гурман ашан,240,8,1,48
багет гурман фитнес ашан,200,6,1,41
багет здоровье ашан,200,6,1,41
багет луковый ашан,245,7,1,50
багет мексиканский ашан,253,8.2,1.2,51.3
багет парижский ашан,260,8.2,0.9,54.9
багет пряный аромат ашан,231,8.3,0.9,46.5
багет пшеничноржаной ашан,283,9.5,4.9,49.3
багет пшеничный с кунжутом ашан,267,8.2,0.9,54.9
багет пшеничный с луком ашан,267,8.2,0.9,54.9
багет ржанопшеничный ашан,212,6.6,1.4,39.1
багет с курицей ашан,215,23,11,42
багет с луком ашан,225,8.3,1.3,48.1
багет с отрубями ашан,254,8.8,4.2,49.8
багет с травами ашан,300,6.5,10.4,45.1
багет с чесноком ашан,303,6.7,11,45
багет со злаками и чесноком ашан,300,6.5,10.4,45.1
багет традиционный ашан,314,9.6,1.8,68.6
багет французский ашан,255,8.1,1,53.3
багет французский с чесночным маслом ашан,321,7,13,43.7
багет чико ашан,328,7,12.7,46.4
багет шпинатный ашан,80,1,2,14
баклажаны погречески ашан,45,1.1,1,7.8
баклажаны поитальянски ашан,65,1,3,9
баклажаны покорейски ашан,96,1.3,7.1,6.7
баклажаны с паприкой ашан,96,1.2,7,7.6
балык свиной ашан,158,17,10,0
бальзамический уксус ашан,122,0.8,0.1,29.2
банан ашан,96,1.5,0.5,21
банановые чипсы ашан,339,4.7,31,53.6
баранина тазобедренная часть ашан,198,16.1,14.9,0
баранки сдобные с маком ашан,380,8.5,8.5,69
батат ашан,61,2,0,14.6
батон ашан,263,7.5,2.9,50.5
батон арбатский ашан,268,8.3,2.2,52.4
батон домашний ашан,262,8.3,1.7,52.4
батон нарезной ашан,263,7.7,2.9,50.5
батон с изюмом ашан,279,10,4.9,48.8
батон с солодом и кориандром ашан,259,6.1,1.1,43
батончик barre chocolat noir ашан,86,1.6,2.9,13.4
батончик энерджимик ашан,400,11,18,48
батончики мюсли зеленое яблоко ашан,391,5,6.2,74.9
батончики мюсли красные фрукты ашан,388,5.2,8.9,71.8
батончики мюсли шоколадные ашан,87,1.1,2.4,14.9
бедра куриные ашан,145,15,11,0.3
бедро индейки гриль ашан,132,15,8,0
безе меренги ашан,389,4.5,0,92.7
бекон копченовареный ашан,446,8,46,0
белый грейпфрут ашан,33,0.7,0.1,8.4
бельгийские вафли ашан,399,7.6,19.6,55.3
бельгийские вафли со сгущеным молоком ашан,339,7.6,19.6,55.3
беляш с мясом ашан,402,11.6,24.2,33.7
бефстроганов из телятины ашан,100,19.5,2.5,0
био овощной суппюре ашан,25,1,1,2.7
био соевый натуральный напиток ашан,36,3.5,2,1
биойогурт 1% ашан,40,3.2,1,4
биойогурт инжирчиа ашан,83,3.3,2,13
биойогурт малина ашан,83,3.3,2,13
биойогурт черносливзлаки ашан,83,3.3,2,13
биойогурт ашан,40,3.2,1,4
биокефир 1% ашан,36,3.1,1,3.6
бисквитное пирожное какаомолоко ашан,435,5.8,21.9,52.9
бисквитные палочки ашан,519,6.4,27.1,61.2
биточки поалбански ашан,145,15.1,5.9,7.9
бифидум бактерин ашан,49,2.9,2.5,3.9
бифидус натуральный ашан,64,3.8,3.5,4.3
бифштекс говяжий фермерский ашан,160,18,10,0
бифштекс говяжий ашан,160,18,10,0
бифштекс из говядины ашан,107,20,3,0
бифштекс из мраморной говядины ашан,180,18,12,0
бифштекс с беконом поитальянски фермерский ашан,190,14,15,0
бифштекс с яйцом ашан,326,26.1,24,1.6
блинчики без начинки ашан,206,8,4.7,32.9
блинчики с абрикосовой начинкой ашан,221,4.4,3.3,43.5
блинчики с варёной сгущёнкой ашан,292,5.7,11.7,40.9
блинчики с ветчиной и сыром ашан,198,9.8,11.3,13.8
блинчики с вишневой начинкой ашан,137,2.6,1.1,29.5
блинчики с вишней ашан,187,3.8,2.2,38.1
блинчики с курицей ашан,212,11,8.4,23.2
блинчики с мясом ашан,253,12,11.7,25
блинчики с творогом ашан,178,9.3,5,23.9
блинчики яблоко лимон корица ашан,192,4.1,2.2,38.9
блины простые ашан,178,4.6,3.2,4.2
бородинские традиции с солодом ашан,216,7.8,0.9,43.3
борщ говядина ашан,73,3.3,3.3,7.5
бостон крем ваниль ашан,300,3.5,17,30
бразильская смесь ашан,45,2.6,1.5,5.3
бразильский орех ашан,590,13,62,16
брауни ашан,437,4.9,24,51
бретонские галеты со сливочным маслом ашан,520,6.5,26.5,63
брецель с солью ашан,250,7,3,46
бри де фамиль ашан,280,18,23,0
бриош парижский ашан,327,8.7,7.9,55
бриош руанский ашан,338,8.5,8.8,56
бриошь с шоколадом ашан,350,8.5,9,59
бриут с куриной грудкой ашан,320,10.5,16.3,32.2
брокколи ашан,40,3,0.5,5
брокколи замороженная ашан,26,2.8,0.5,3.9
брокколи на пару ашан,33,2.5,0.4,5.1
брюссельская капуста замороженная ашан,35,5,0.3,3
бублик с кунжутом ашан,177,5,5,31
бублик с маком ашан,177,5,5,31
буженина ашан,250,10,23,0
буженина запеченая ашан,308,14,28,0
буженина купеческая ашан,273,12,25,0
булгур ашан,360,12,1.5,75
булгур био ашан,340,13.2,1.7,63
булка с корицей и миндалём ашан,398,9.3,8.9,68
булка французская ашан,260,8.2,0.9,54.9
булочка ашан,267,8.2,0.9,54.9
булочка 8 злаков ашан,227,13.9,5.3,43.7
булочка баварская ашан,195,5.5,1.5,42
булочка бургер дарк ашан,249,6.1,4.5,46.1
булочка гурман ашан,240,8.5,1,49
булочка даллас ашан,402,8.5,16.9,54.2
булочка кайзерка ашан,232,7,1.7,47.2
булочка кукурузная ашан,260,12,2.5,28.5
булочка отрубная ашан,240,7.5,3.5,44
булочка подеревенски ашан,262,8.8,1.1,54.4
булочка пряный аромат ашан,216,7.8,0.9,43.3
булочка пшеничноржаная ашан,223,7.5,1,46
булочка ржанопшеничная ашан,204,6.8,1.2,40
булочка с изюмом ашан,263,7.5,2.9,50.5
булочка с кунжутом ашан,267,8.2,0.9,54.9
булочка с луком ашан,267,8.2,0.9,54.9
булочка с семгой ашан,180,10.3,13.8,23.1
булочка с солодом и кориандром ашан,249,6.1,1.1,43
булочка с сыром ашан,249,4.7,14.5,20.2
булочка с шоколадом ашан,288,8.3,7.1,47.7
булочка сдобная ашан,370,10,13,49
булочка со злаками ашан,269,13,5,37
булочка техас ашан,416,8.4,16.2,59
булочное изделие кукурузное ашан,273,11,4.8,46.4
бургер говяжий ашан,300,10,29,0
бургер из телятины ашан,89,16,3,0
бурек с брокколи ашан,230,8,11,31
бурек с яблочной начинкой ашан,290,6,9,45
буреки курица с паприкой ашан,249,7.8,1.3,51.1
бурый рис ашан,340,7.5,2,73
бутерброд с курицей ашан,130,8.5,7.5,9
ванильный соевый био напиток ашан,61,3.7,2,6.8
вареники с картофелем и грибами ашан,170,5.5,3.5,28
вареники с картошкой ашан,174,1.7,3.3,26.9
вареники с творогом ашан,220,12,5,31
варенье из апельсинов ашан,238,0.4,0.1,57.7
варенье клубничное ашан,234,0.7,0.2,56.5
ватрушка с картофелем ашан,234,8.2,7.3,34.2
ватрушка с творогом ашан,266,9.4,8.1,39
ватрушка с яблоками ашан,200,6.7,8.5,17.5
вафельные криспы ашан,338,8.1,15,71.3
вафельные листы ашан,288,10.4,1.4,66.4
вафли вафидафи ашан,520,5.2,41,36
вафли голанские ашан,465,5,19,68
вафли медовые био ашан,463,4.5,20.5,64.5
вегетарианские равиоли ашан,89,2.9,2.9,11.6
вертут шоколадносливочный ашан,320,5,14,45
весенняя смесь ашан,45,3.2,0,8
ветчина для завтрака ашан,183,12,15,0
ветчина из курицы ашан,122,12,6,5
ветчина куриная ашан,143,17,10,0
ветчина с сырной начинкой ашан,260,19.4,19.1,2.6
винегрет ашан,46,1.4,0.1,9.9
винегрет овощной ашан,87,1.8,5.1,8.4
вишня сушеная ашан,165,0.2,0.2,42
вобла вяленая ашан,204,33,8,0
вода клубника ашан,15,0,0,4.5
воздушный рис ашан,381,7.1,1.1,85
волнушки соленые ашан,22,2.5,0.5,1.7
вырезка говяжья ашан,181,22.7,10,0
вырезка говяжья фермерская ашан,140,18,8,0
вырезка свиная ашан,138,18,7,0
вырезка свиная фермерская ашан,150,16,10,0
вырезка столичная ашан,75,12,3,0
вырезка телячья ашан,98,20,2,0
гавайская смесь ашан,90,3.5,1,17
галантин ашан,230,15,18.5,1.5
галеты из брокколи ашан,60,1.5,1.5,10
галеты из риса с кунжутом ашан,381,8.4,3.4,77.5
галеты из риса с шоколадом ашан,509,7.4,24.2,62.1
галеты старт с отрубями ашан,330,11.5,1.5,69
галстук с шоколадом ашан,290,5.3,13.6,36.4
геркулес ашан,400,11,6,70
гнезда из твёрдых сортов пшеницы ашан,340,10.5,1,71
говядина ашан,170,16,12,0
говядина варёнокопченая ашан,144,18,8,0
говядина для тушения «фермерская» ашан,230,16,18,0
говядина для тушения ашан,131,17,7,0
говядина духовая «фермерская» ашан,240,14,20,0
говядина духовая ашан,240,14,20,0
говядина имперская ашан,154,15,10,1
говядина категории а ашан,123,19,5,0
говядина копченовареная ашан,96,14,4,1
говядина кусок кд ашан,144,18,8,0
говядина на ребрышках ашан,189,18,13,0
говядина праздничная ашан,108,20,3.5,0
говядина тазобедренная ашан,107,20,3,0
говядина тазобедренная часть ашан,123,19,5,0
говяжий жир ашан,897,0,99.7,0
говяжий фарш ашан,248,17,20,0
говяжье легкое ашан,92,14.8,3.6,0
голень куриная ашан,161,16.3,10.7,0.1
голова форели ашан,97,19.2,2.1,0
голубцы ленивые ашан,106,4,6,9
голубцы овощные ашан,77,1.7,3.8,8.9
голубцы с мясом и рисом ашан,123,6.8,7.8,6.2
голяшка говяжья ашан,107,20,3,0
голяшка говяжья б/к ашан,114,19.3,4.1,0
голяшка говяжья бескостная фермерская ашан,187,18.9,12.4,0
голяшка свиная ашан,167,17,11,0
голяшка телячья ашан,94,19,2,0
горбуша ашан,174,21,10,0
горбуша г/к ашан,177,24,9,0
горбуша х/к ашан,235,21,5,0
горбуша х/к спинка ашан,235,21,15,0
горох варёный ашан,60,6,0,9
горох зеленый колотый ашан,340,20,1,63
горошек зелёный ашан,35,3,0,6
горошек печеный с овощами ашан,60,2.5,1.5,9
горошница ашан,128,7.6,3.2,16.2
горчица ашан,155,7.2,11.8,2.3
горчица дижонская био ашан,165,6.3,11.3,7.4
горчица дижонская сладкая ашан,180,8.5,13,7.5
горчица зернистая ашан,210,7.5,9,25
горький шоколад 60% цукаты и орехи ашан,515,6.4,32.5,49.2
горький шоколад 72% ашан,570,9,42.4,36
горький шоколад куба 70% ашан,537,7.7,42.6,30.7
горький шоколад папуа новая гвинея ашан,506,8.9,38.4,31.1
горький шоколад с цукатами и орехами ашан,515,6.4,32.5,49.2
горький шоколад сантодоминго 716% ашан,541,7.6,43.1,30.7
горький шоколад эквадор 72% какао ашан,506,8.9,38.6,30.7
гранат ашан,52,0.9,0,13.9
гратен с курицей ашан,180,12.4,8.4,1.7
гратэн картофельный ашан,120,5.6,5.1,13
гренадиновый сироп ашан,308,0,0,77
грецкие орехи ашан,660,16,61,11
грецкий орех ашан,686,15,66,8
грецкий орех очищенный ашан,648,16.8,10.2,61.3
греческая улитка мак ваниль ашан,334,7.6,7.9,58.2
греческий салат ашан,304,13.3,24.3,7.6
гречка ашан,340,13,3.5,64
гречка в пакетиках ашан,215,8.1,2.2,40
гречка грибы ашан,145,5.4,4.5,20.8
гречка на пару ашан,157,6.2,1.6,29.5
гречка отварная ашан,86,3.5,0.9,15.9
гречка с грибами ашан,188,5.4,9.3,20.5
гречневая каша с курицей ашан,139,1.5,5.8,19.8
гречневая крупа ашан,350,13,3,68
гречневая крупа ашан,215,8.1,2.2,40
грибы шитаки ашан,116,3.7,10.9,1.1
грибы в сметанном соусе ашан,134,31.6,20.8,28.8
грибы шиитаке ашан,34,2.2,0.5,6.8
грудинка говяжья бескостная «фермерская» ашан,250,12,22,0
грудинка на хрящиках ашан,530,8,55,0
грудинка свиная б/к ашан,543,8,55,0
грудинка свиная бескостная ашан,530,8,55,0
грудка куриная отварная ашан,183,34.2,4.9,0.3
грудки куриные гриль ашан,140,17.8,7.6,0
груша анжу ашан,59,0.4,0.4,15.1
груша вильямс ашан,42,0.4,0,10.7
груша вяленая ашан,250,2.5,0.5,63
груши пакхам ашан,42,0.7,0.2,10.9
гуляш из говядины ашан,335,13.7,1,67.7
гуляш из говядины фермерский ашан,220,14,18,0
гуляш из свинины фермерский ашан,230,12,20,0
гуляш из телятины ашан,100,19.5,2.5,0
декор из шоколада ашан,513,7,27.6,55.5
дениш с мясной начинкой ашан,340,9,20,37
десерт ванильный ашан,179,4.5,9.6,18.7
десерт из яблок с бананами ашан,44,0,0,11
десерт кокосовый ашан,186,3.9,9.2,21.9
десерт со вкусом ванили ашан,102,2.5,0.9,21.1
десерт фруктовый яблококлубника ашан,69,0.5,0.5,14
десерт шоколадный ашан,173,4.7,9.8,16.5
десерт яблочнобанановый ашан,100,0.5,0,25
десерт яблочный ашан,80,0.5,0,19
джем апельсиновый ашан,247,0.5,0.5,59.6
джем грушевый ашан,240,0,0,60
джем клубничный ашан,240,0,0,60
джем малина ашан,240,0,0,60
джем черная смородина ашан,210,0.5,0,53
дижонская горчица ашан,152,7.5,11.5,3.6
дижонская горчица с уксусом ашан,149,7.2,11.5,3.2
дикий рис ашан,335,13.7,1,67.7
дикий рис цицания ашан,350,13,1,72
донат с шоколадной глазурью ашан,441,6.7,28,41
донат с шоколадной начинкой ашан,463,5.9,29,43
донат с ягодной начинкой ашан,420,4,25,48
донат тутти фрутти ашан,311,7,12,47
дорадо ашан,96,19.7,1.9,0
драники из свеклы ашан,241,4.8,13.3,25.6
драники картофельные ашан,184,2.6,10.4,19.9
дыня тайская сушеная ашан,341,7,10,82
европейский гарнир ашан,28,2,0.3,3.2
ежевика замороженная ашан,64,1.2,0.4,10.7
жареха ашан,154,8.2,9.8,8.1
жаркое подомашнему ашан,154,23,4.5,2.5
жерех х/к ашан,191,32,7,0
жульен ашан,238,18,12,16
жульен из курицы ашан,276,34,5.9,1.7
жульен с грибами и курицей ашан,189,32,48,12
заварной хлеб с солодом ашан,241,7.2,0.8,50.4
заливное рыбное ашан,149,20,8,0
запеканка творожная ашан,242,17.1,12.2,15.5
запеканка творожная с ароматом ванили ашан,190,13,9,14
запеканка творожная с изюмом ашан,239,13.9,8,27
запеканка творожная с курагой ашан,236,14.4,8,25.9
запеканка творожная черника ашан,180,12,8,15
запечённая цветная капуста ашан,115,6.3,8.5,3.4
заправка для салата оливковая с травами ашан,100,1,5,12
заправка для салата цезарь ашан,270,2,24,12
звездочки глазированные ашан,391,6.1,1.1,90
зеленая спаржа мини в банке ашан,27,2.1,0,3.1
зерна кунжута ашан,549,21.2,45.1,6.1
зефир ананасовый ашан,342,5.3,0.2,80
зефир в глазури ашан,370,2,9,71
зефир ванильный ашан,303,0.9,0.1,82.9
зефир глазированный ашан,395,1.7,9.1,76.6
зефир жизель с начинкой ашан,261,0.7,0,64.2
зефир клубничный ашан,342,5.3,0.2,80
зефир крембрюле ашан,303,0.9,0.1,82.9
зефир кремшоколад ашан,310,0.8,0.1,81.3
зефир с печеньем в шоколаде ашан,350,2,7,85.5
зефир яблочный ашан,298,0.3,0.1,68.9
зефирные палочки ашан,396,2.7,12.4,68.6
злаковые хлопья с шоколадом и ванилью ашан,397,7.4,5.3,77
злаковый батончик crousty ашан,419,7.7,13.3,64.9
золотые завитки слоеные с корицей ашан,490,7,24,62
зразы куриные с грибами ашан,230,21,15,1.5
зубатка ашан,126,19.6,5.3,0
изделие заварное с сыром ашан,341,9.6,24.1,23.1
изделие хлебобулочное чемпион ашан,298,13,9.7,39.8
изделия булочные сырные ашан,350,0.3,0.8,85.9
изделия х/б дачные ашан,288,7.9,6.7,41.6
изысканный багет ашан,257,7.6,1,56.1
изюм желтый крупный ашан,280,2,0.5,66
изюм желтый мелкий ашан,226,4.8,0.5,60.7
изюм чёрный мелкий ашан,290,2.5,0.4,70
икра баклажанная ашан,45,1.5,1,7.6
икра из баклажанов ашан,70,0,4,8
икра из баклажанов подомашнему ашан,80,1,5,8
икра из кабачков ашан,90,0,7,7
икра из кабачков подомашнему ашан,41,1,1,7
икра минтая ашан,130,28,2,0
икра мойвы ашан,486,5,50,4
икра мойвы в сырном соусе ашан,364,4.5,37.2,2.8
икра мойвы пробойная ашан,57,10,3,0
икра мойвы с копченым лососем в соусе ашан,400,5,40,4
икра палтуса ашан,107,20,3,0
икра рыбная ашан,350,7,34,3.5
икра рыбная слабосолёная в соусе с кусочками копчёной горбуши ашан,350,7,34,3.5
икра трески весовая ашан,130,28,2,0
имбирь в сахаре ашан,296,0.9,0.3,53.7
имбирь маринованный ашан,30,2.2,0,3
императорская смесь ашан,23,1.9,0.3,5.7
индейка в брусничном соусе ашан,235,16.7,14,10.5
инжир ашан,49,0.7,0.2,13.7
инжир сушеный ашан,248,4,1.2,55.3
инжир сушеный отборный ашан,280,5,1,65
испанская смесь со сливочным соусом ашан,107,3.9,4,13.8
итальянская смесь ашан,41,2.7,0,7
йогурт 01% ашан,37,4.3,0.1,4.7
йогурт 0% ашан,38,4.4,0.1,5.2
йогурт 0% на прослойке из клубники ашан,41,4.4,0.1,5.5
йогурт 27% ашан,91,3.1,2.7,13.7
йогурт bifidus ашан,64,3.8,3.5,4.3
йогурт fruits ашан,38,4.1,0.1,5.2
йогурт nature ашан,45,4,1.4,4.2
йогурт арома 0% ашан,37,4.3,0.1,4.7
йогурт бифидус ашан,64,3.8,3.2,4.3
йогурт ванильный ашан,111,4.3,4.5,13.2
йогурт натуральный 14% ашан,45,4,1.4,4.2
йогурт натуральный 2% ашан,57,3.5,2,6.2
йогурт обезжиренный ашан,37,4.3,0.1,4.7
йогурт с массовой долей жира 0% ашан,38,4.4,0.1,5.2
йогурт со вкусом ванили ашан,97,3.9,2.1,15.5
йогурт черника ашан,83,3.3,2,13
йогурт яблоко банан ашан,83,3.3,2,13
кабачки ашан,27,0.6,0.3,5.7
кабачки гриль ашан,63,2.6,4.8,2.6
кабачки подомашнему ашан,50,0.5,2,8
кабачки потоскански ашан,65,1,3,9
кабачки фаршированные курицей ашан,65,6.1,3,4.3
кабачок ашан,24,0.6,0.3,4.6
кабачок фаршированный ашан,212,12,3,35
кавказский сыр мягкий ашан,238,16,18,2.7
кайзерка пшеничная с кунжутом ашан,221,8.1,2.3,42.3
кайзерка с сыром ашан,221,8.1,2.1,42.3
какао ашан,273,24.3,15,10.2
какао bio ашан,367,8,3.5,71
какао натуральный ашан,273,24.3,15,10.2
какаокрупка тёмный шоколад со стевией ашан,459,5.6,33.8,33.1
кальмар г/к с пряностями ашан,87,20.7,0.6,0
кальмар г/к с пряностями ашан,138,30,2,0
кальмар г/к со специями ашан,94,15,3.8,0
кальмар гк ашан,335,38,25,0
кальмар горячего копчения ашан,110,21,2,2
кальмар горячего копчения рулет ашан,335,38,25,0
кальмар горячего копчения с пряностями ашан,138,30,2,0
кальмар командорский в сметане 15% ашан,81,9.6,3,4
кальмар командорский кольца ашан,88,18.2,1.3,1
кальмар копченый ашан,138,30,2,0
кальмар натуральный ашан,106,20,2,2
кальмар по шанхайски ашан,210,45,2,0
кальмар полоски с/с ашан,266,62,2,0
кальмар с пряностями ашан,138,30,2,0
кальмар со вкусом краба ашан,210,46,2,3
кальмар стружка ашан,266,62,2,0
кальмар сушеный ашан,240,23,1,36
кальмар филе кусок ашан,124,20,4,2
кальмары сушеные ашан,191,45,0.3,2
камамбер ашан,305,19,23.6,0.5
камамбер де фамиль фитнес ашан,205,24,12,0
камбала ашан,83,16.5,1.8,0
камбала вяленая ашан,130,28,2,0
каннеллони ашан,324,12,1,67
канталупа ашан,338,0.2,1.4,81
каперсы ашан,23,2,0.4,1.1
капкейк ашан,364,4.7,18.1,45.9
капуста брокколи вес ашан,33,4.4,0.9,1.8
капуста квашеная ашан,19,1.8,0,3
капуста кольраби ашан,44,2.8,0.1,7.9
капуста маринованная покорейски ашан,90,1.4,6.5,6.4
капуста с клюквой ашан,107,1.4,7.7,8.1
капуста тушёная ашан,94,2.5,4.6,10.7
капуста тушёная ашан,56,2.2,2.2,7
капуста тушёная с грибами ашан,95,3,6.7,5.5
капучино в капсулах ашан,469,19,18.4,56.4
карамельный соус ашан,321,0,0,80.3
карп ашан,112,16,5.3,0
карри курица с кускусом ашан,193,9,13,10
картофель ашан,77,2,0.4,16.3
картофель дольки ашан,160,2,10,15
картофель жареный с грибами ашан,170,4.7,12,42
картофель запеченый в сыре ашан,170,4.7,12,42
картофель молодой запечённый ашан,246,2.4,26.1,0.5
картофель отварной ашан,82,2,0.4,16.7
картофель печеный ашан,112,4.7,0.2,36
картофель пофранцузски ашан,198,12,0.3,23
картофель с сыром ашан,141,3.7,9.2,10.9
картофель фри ашан,221,4.5,5.7,38
картофельное пюре ашан,97,2.5,3.4,14.2
картофельное пюре с сыром и зеленью ашан,140,6.1,5.8,15.9
картофельные дольки в кожуре ашан,110,8,41.7,65
каша гурьевская ашан,120,2,3,20
каша манная гурьевская ашан,98,2.8,3.8,12.9
каша овсяная ашан,329,8.9,4.4,63.5
каша овсяная молочная ашан,138,5.1,6.5,14.9
каша овсяная на молоке ашан,80,1.7,4.8,7.4
каша овсяная с бананом ашан,91,3.4,0.7,17.7
каша овсяная с клубникой ашан,351,10.3,5.3,65.6
каша овсяная с малиной ашан,351,9.7,4.9,67.1
каша овсяная с черникой ашан,353,10,5,67
каша овсяная со сливками ашан,100,3.9,2.2,16.1
каша перловая с грибами ашан,129,4,4.3,19.9
каша пшенная молочная ашан,102,2.2,4.6,12.7
каша пшенная с тыквой ашан,92,2.9,1.6,16.5
каша пшенная тыква ашан,95,2,3,15
каша рисовая молочная ашан,84,1.1,4.1,10.5
каша рисовая с папайей ашан,340,7,0.5,77
каша рисовая со сливками ашан,117,3.5,5.2,14.1
каша сытная ашан,347,12.1,15.5,59.2
каштановый крем ашан,251,1.1,0.7,59.2
квас живого брожения ашан,30,2,0,6
кедровые орехи ашан,670,12,61,19
кедровый орех очищенный ашан,603,11.6,61,19.3
кекс голландский ашан,397,4.7,18.6,40.4
кекс дива ашан,425,5.3,23.6,47.8
кекс мадлен ашан,323,4.3,15.2,43
кекс медовый весовой ашан,345,4.5,15.2,46.8
кекс мраморный ашан,480,4.8,29.1,46.2
кекс с вишней ашан,332,4.6,16.6,41.6
кекс с маком ашан,360,4.9,31.4,40
кекс с маком весовой ашан,330,5.1,16.7,40
